duration,nr_employed,age,euribor3m,campaign,pdays,cons_conf_idx,day_of_week_wed,education_high.school
87,5228.1,46,4.964,5,999,-36.1,0,0
695,5228.1,50,4.962,1,999,-42.7,0,0
156,5099.1,66,1.65,1,999,-50.0,0,0
80,5228.1,34,4.966,1,999,-36.1,0,0
132,5099.1,30,1.244,1,999,-46.2,0,0
377,5076.2,37,1.266,1,999,-40.8,0,0
172,5228.1,45,4.966,10,999,-42.7,0,1
422,5195.8,33,4.0760000000000005,1,999,-42.0,0,1
786,5017.5,56,0.72,1,999,-30.1,0,1
154,5228.1,48,4.962,1,999,-42.7,0,0
36,5228.1,31,4.962,1,999,-41.8,1,0
457,5191.0,41,4.857,4,999,-36.4,0,0
87,5228.1,38,4.963,3,999,-42.7,1,0
70,5099.1,46,1.264,1,999,-46.2,0,0
703,5191.0,29,4.859,4,999,-36.4,0,0
115,5099.1,31,1.406,16,999,-47.1,0,0
102,5195.8,44,4.12,2,999,-42.0,1,1
151,4963.6,64,1.028,3,999,-50.8,0,0
657,5099.1,33,1.2990000000000002,1,999,-46.2,0,0
171,5191.0,43,4.857,5,999,-36.4,1,1
116,5191.0,45,4.855,1,999,-36.4,0,0
196,5195.8,47,4.1530000000000005,3,999,-42.0,0,0
355,5191.0,52,4.86,1,999,-36.4,0,1
113,5228.1,37,4.864,4,999,-41.8,0,1
63,5076.2,28,0.851,2,3,-31.4,0,0
328,5099.1,34,1.3130000000000002,1,999,-46.2,0,0
198,5191.0,42,4.857,1,999,-36.4,0,0
411,5228.1,43,4.961,6,999,-41.8,0,0
683,5228.1,52,4.968,2,999,-36.1,0,0
83,5191.0,32,4.855,2,999,-36.4,0,1
289,5099.1,31,1.405,3,999,-47.1,0,1
58,4991.6,39,0.727,1,999,-39.8,1,0
191,5191.0,35,4.855,2,999,-36.4,0,0
112,5228.1,30,4.964,6,999,-36.1,1,0
328,5228.1,37,4.957,3,999,-42.7,0,0
50,5228.1,30,4.957,4,999,-42.7,0,0
255,5076.2,36,1.206,2,3,-40.8,0,0
58,5099.1,47,1.25,1,999,-46.2,0,1
292,5008.7,38,0.653,2,999,-34.8,0,1
181,5076.2,30,0.873,1,999,-31.4,0,0
217,5008.7,28,0.6509999999999999,1,999,-34.8,1,0
95,5191.0,36,4.857,1,999,-36.4,0,0
45,5195.8,55,4.0760000000000005,2,999,-42.0,0,0
369,5191.0,29,4.859,1,999,-36.4,1,0
345,5228.1,55,4.962,1,999,-41.8,1,0
157,5228.1,44,4.966,3,999,-36.1,0,1
254,5195.8,34,4.12,1,999,-42.0,1,0
51,5099.1,32,1.344,1,999,-46.2,0,0
142,5228.1,36,4.965,1,999,-36.1,1,0
477,5099.1,48,1.334,2,999,-46.2,1,0
191,5008.7,27,0.637,2,999,-34.8,0,0
495,5017.5,52,0.7140000000000001,1,3,-30.1,0,0
63,5099.1,37,1.41,2,999,-47.1,0,1
265,5228.1,28,4.962,1,999,-42.7,1,0
64,5191.0,33,4.8580000000000005,3,999,-36.4,1,0
211,5191.0,40,4.857,1,999,-36.4,0,0
98,5191.0,32,4.857,2,999,-36.4,0,0
103,5099.1,53,1.266,1,999,-46.2,0,0
165,5228.1,47,4.961,1,999,-42.7,0,0
74,5228.1,45,4.962,1,999,-42.7,1,0
91,5191.0,51,4.864,9,999,-36.4,0,0
77,5099.1,30,1.2990000000000002,1,999,-46.2,0,0
290,5191.0,45,4.857,1,999,-36.4,1,1
218,5191.0,46,4.86,2,999,-36.4,0,0
188,5195.8,32,4.12,2,999,-42.0,1,0
272,5191.0,55,4.857,1,999,-36.4,0,0
245,5228.1,31,4.968,5,999,-42.7,0,0
134,5228.1,46,4.959,10,999,-41.8,0,0
131,5099.1,23,1.405,6,999,-47.1,0,0
19,5099.1,32,1.25,6,999,-46.2,0,0
105,5191.0,57,4.856,1,999,-36.4,0,0
552,5228.1,54,4.967,1,999,-41.8,0,1
362,5099.1,32,1.334,2,999,-46.2,1,0
624,5228.1,57,4.961,2,999,-42.7,0,0
127,5228.1,36,4.964,2,999,-36.1,1,0
244,5099.1,26,1.354,1,999,-46.2,0,1
659,5099.1,36,1.25,1,999,-46.2,0,1
53,5195.8,33,4.0760000000000005,1,999,-42.0,0,0
27,5191.0,57,4.857,7,999,-36.4,0,0
463,5099.1,32,1.291,3,999,-46.2,0,0
391,5099.1,42,1.25,2,999,-46.2,0,0
317,5099.1,37,1.405,1,999,-47.1,0,1
108,5228.1,42,4.96,2,999,-42.7,0,0
256,5099.1,41,1.291,1,999,-46.2,0,1
114,5228.1,27,4.968,2,999,-42.7,0,0
53,5228.1,46,4.961,6,999,-42.7,0,0
153,5191.0,41,4.864,2,999,-36.4,0,0
176,5195.8,37,4.191,2,999,-42.0,0,0
83,5228.1,39,4.961,2,999,-41.8,0,0
752,5191.0,50,4.86,2,999,-36.4,0,0
523,5099.1,35,1.344,1,999,-46.2,0,0
161,5191.0,60,4.864,1,999,-36.4,0,0
116,5099.1,44,1.365,1,999,-47.1,0,0
219,5228.1,54,4.965,3,999,-36.1,0,0
53,5099.1,32,1.281,1,999,-46.2,1,1
81,5099.1,35,1.27,2,999,-46.2,0,1
347,5191.0,28,4.855,2,999,-36.4,0,0
11,5228.1,43,4.959,15,999,-41.8,0,1
120,5228.1,60,4.96,3,999,-42.7,0,0
294,5099.1,32,1.344,1,999,-46.2,0,1
36,5099.1,43,1.3130000000000002,5,999,-46.2,0,0
169,5017.5,80,0.722,1,999,-26.9,0,1
177,5099.1,49,1.291,2,999,-46.2,0,1
33,5228.1,47,4.961,1,999,-42.7,0,0
89,5195.8,29,4.12,1,999,-42.0,1,0
739,5191.0,33,4.857,3,999,-36.4,0,0
153,5228.1,28,4.96,2,999,-42.7,0,0
198,5191.0,35,4.857,2,999,-36.4,1,0
173,4991.6,40,0.8909999999999999,6,999,-38.3,0,1
167,5191.0,38,4.859,1,999,-36.4,0,0
567,5099.1,50,1.405,1,999,-47.1,0,0
124,5228.1,46,4.96,1,999,-42.7,0,0
125,5191.0,39,4.857,1,999,-36.4,0,0
133,5228.1,48,4.963,1,999,-36.1,0,0
122,5191.0,39,4.857,1,999,-36.4,0,1
219,5191.0,39,4.8580000000000005,2,999,-36.4,0,0
96,5076.2,34,1.262,2,999,-40.8,0,0
174,5076.2,74,0.883,1,999,-31.4,0,1
2429,5195.8,35,5.0,1,999,-40.4,0,0
27,5228.1,29,4.962,1,999,-41.8,1,0
580,5228.1,56,4.961,3,999,-42.7,0,0
428,5195.8,36,4.0760000000000005,1,999,-42.0,0,0
129,5228.1,31,4.963,1,999,-42.7,0,1
105,5195.8,48,4.12,1,999,-42.0,1,1
198,5191.0,37,4.855,1,999,-36.4,0,0
538,5228.1,37,4.961,5,999,-42.7,0,1
155,5099.1,41,1.344,4,999,-46.2,0,0
57,5228.1,35,4.964,4,999,-36.1,0,0
263,5099.1,48,1.2990000000000002,2,999,-46.2,0,1
255,5191.0,43,4.856,1,999,-36.4,1,0
273,5099.1,36,1.266,1,999,-46.2,0,0
358,5099.1,25,1.25,7,999,-46.2,0,0
88,5191.0,50,4.857,5,999,-36.4,0,0
202,5099.1,30,1.365,1,999,-47.1,0,0
163,5228.1,29,4.966,1,999,-36.1,0,0
821,5228.1,53,4.962,1,999,-42.7,0,0
31,5099.1,44,1.281,1,999,-46.2,1,0
282,4963.6,30,0.88,2,6,-37.5,0,0
48,5191.0,31,4.8580000000000005,2,999,-36.4,0,0
228,5099.1,26,1.266,1,999,-46.2,0,0
88,5099.1,34,1.344,3,999,-46.2,0,0
8,4963.6,30,0.882,1,999,-37.5,0,0
109,5191.0,36,4.856,9,999,-36.4,0,0
107,5191.0,36,4.859,1,999,-36.4,0,0
155,5191.0,26,4.855,3,999,-36.4,0,1
140,5191.0,47,4.857,2,999,-36.4,0,0
90,5228.1,44,4.97,1,999,-36.1,0,0
42,5195.8,43,4.191,2,999,-42.0,0,0
183,5228.1,48,4.864,4,999,-41.8,0,1
264,5023.5,29,0.7090000000000001,2,999,-33.0,0,0
110,5228.1,44,4.967,1,999,-41.8,0,0
301,5191.0,37,4.857,2,999,-36.4,0,0
792,5099.1,29,1.25,2,999,-46.2,0,1
76,5195.8,38,4.1530000000000005,3,999,-42.0,0,0
168,5228.1,50,4.962,1,999,-42.7,0,0
114,5191.0,56,4.857,2,999,-36.4,0,0
194,5228.1,33,4.963,1,999,-36.1,0,1
224,5228.1,38,4.961,1,999,-41.8,0,1
125,5191.0,46,4.857,1,999,-36.4,1,0
106,5076.2,38,0.821,1,999,-31.4,0,1
224,5228.1,37,4.962,1,999,-42.7,1,0
321,5099.1,82,1.445,1,999,-47.1,1,0
460,5228.1,44,4.964,1,999,-36.1,0,0
1074,5099.1,45,1.334,4,999,-46.2,1,0
74,5228.1,39,4.96,7,999,-42.7,0,1
523,5195.8,29,4.0760000000000005,2,999,-42.0,0,1
50,5228.1,39,4.967,1,999,-36.1,1,0
160,5228.1,59,4.965,3,999,-36.1,1,0
93,5191.0,27,4.857,2,999,-36.4,0,0
664,5099.1,41,1.365,2,999,-47.1,0,1
482,5191.0,28,4.859,2,999,-36.4,1,0
7,5228.1,38,4.962,8,999,-36.1,0,0
232,5008.7,29,0.672,1,999,-40.0,1,0
201,5228.1,41,4.967,6,999,-41.8,0,0
56,5228.1,41,4.865,3,999,-41.8,0,1
2062,5023.5,43,0.7090000000000001,2,8,-33.0,0,0
12,5099.1,37,1.405,5,999,-47.1,0,0
446,5228.1,46,4.963,1,999,-42.7,0,0
178,5228.1,57,4.963,2,999,-42.7,1,0
142,5099.1,46,1.405,12,999,-47.1,0,0
108,5099.1,22,1.405,2,999,-47.1,0,1
99,5228.1,51,4.964,1,999,-36.1,0,0
291,5195.8,33,4.0760000000000005,1,999,-42.0,0,0
11,5228.1,52,4.959,12,999,-41.8,0,0
336,5228.1,49,4.962,4,999,-42.7,0,0
253,5228.1,60,4.961,4,999,-41.8,0,0
121,5228.1,35,4.968,3,999,-36.1,0,1
376,5228.1,57,4.967,2,999,-36.1,1,0
30,5191.0,38,4.855,2,999,-36.4,0,0
150,5195.8,39,4.0760000000000005,1,999,-42.0,0,1
201,5099.1,68,1.602,1,999,-50.0,1,0
116,5228.1,26,4.957,1,999,-42.7,0,0
22,5195.8,44,4.0760000000000005,4,999,-42.0,0,0
129,4991.6,55,0.79,2,999,-40.3,0,0
64,5228.1,33,4.964,4,999,-36.1,1,0
950,5228.1,41,4.959,4,999,-41.8,1,0
38,5228.1,33,4.959,5,999,-41.8,0,0
290,5191.0,50,4.86,3,999,-36.4,0,1
104,5099.1,19,1.405,3,999,-47.1,0,0
172,5099.1,42,1.281,1,999,-46.2,1,0
65,5195.8,38,4.1530000000000005,2,999,-42.0,0,1
277,5228.1,30,4.965,4,999,-36.1,0,0
147,5191.0,34,4.857,2,999,-36.4,0,1
208,4963.6,33,0.879,2,999,-37.5,1,0
152,5099.1,53,1.365,1,999,-47.1,0,0
514,4963.6,35,1.035,1,9,-50.8,0,0
437,5099.1,33,1.266,2,999,-46.2,0,1
517,5099.1,32,1.291,1,999,-46.2,0,1
489,5195.8,33,4.0760000000000005,2,999,-42.0,0,0
71,5228.1,54,4.962,5,999,-42.7,0,0
1321,5228.1,39,4.968,6,999,-36.1,0,0
229,5099.1,36,1.327,2,999,-46.2,0,0
165,5099.1,25,1.244,1,999,-46.2,0,0
78,5228.1,54,4.965,1,999,-36.1,1,0
179,5076.2,52,0.884,3,4,-31.4,0,0
228,4963.6,31,1.048,1,999,-50.8,1,0
37,5228.1,45,4.959,4,999,-41.8,0,0
320,5228.1,28,4.864,1,999,-41.8,0,0
300,5228.1,26,4.957,3,999,-42.7,0,0
102,5191.0,34,4.857,1,999,-36.4,0,0
178,4991.6,41,0.905,1,6,-38.3,0,1
182,5228.1,48,4.958,2,999,-42.7,0,1
301,5228.1,43,4.864,1,999,-41.8,0,0
109,5008.7,32,0.645,5,6,-34.6,0,0
93,5228.1,59,4.963,7,999,-36.1,0,0
139,5228.1,22,4.961,3,999,-42.7,0,0
349,5195.8,41,4.1530000000000005,1,999,-42.0,0,0
98,5228.1,34,4.964,1,999,-36.1,0,0
135,5099.1,29,1.25,3,999,-46.2,0,0
204,5191.0,42,4.855,1,999,-36.4,0,0
131,5195.8,34,4.1530000000000005,2,999,-42.0,0,0
185,5228.1,34,4.963,1,999,-42.7,0,1
145,5191.0,50,4.857,4,999,-36.4,0,0
335,5191.0,38,4.855,9,999,-36.4,0,0
165,5228.1,47,4.957,3,999,-42.7,0,0
219,5191.0,35,4.855,1,999,-36.4,0,0
318,5099.1,35,1.3130000000000002,2,11,-46.2,0,0
233,5191.0,39,4.857,1,999,-36.4,0,0
63,5228.1,35,4.966,1,999,-36.1,0,1
122,5191.0,36,4.855,1,999,-36.4,0,0
71,5191.0,36,4.855,1,999,-36.4,0,0
178,5191.0,33,4.855,2,999,-36.4,0,0
213,5191.0,28,4.86,2,999,-36.4,0,0
454,5099.1,50,1.25,1,999,-46.2,0,1
329,5099.1,50,1.405,1,999,-47.1,0,0
21,5191.0,33,4.859,11,999,-36.4,1,0
284,4991.6,51,0.889,1,6,-40.3,0,1
301,5099.1,35,1.291,3,9,-46.2,0,0
437,5099.1,24,1.281,2,999,-46.2,1,1
200,5099.1,42,1.405,1,999,-47.1,0,1
1170,5191.0,27,4.855,1,999,-36.4,0,0
179,5195.8,52,4.0760000000000005,2,999,-42.0,0,0
119,5228.1,50,4.966,3,999,-36.1,0,0
83,5228.1,56,4.964,1,999,-36.1,0,0
233,5099.1,36,1.281,3,999,-46.2,1,0
188,5195.8,49,4.1530000000000005,1,999,-42.0,0,0
260,5099.1,36,1.266,2,999,-46.2,0,0
1341,5228.1,55,4.963,7,999,-42.7,0,0
91,5017.5,31,0.73,1,999,-26.9,0,0
13,5195.8,51,4.021,4,999,-42.0,0,0
117,5099.1,69,1.41,1,999,-47.1,0,0
240,5191.0,41,4.857,2,999,-36.4,0,0
169,5191.0,39,4.856,3,999,-36.4,1,0
557,5228.1,34,4.962,5,999,-42.7,0,0
282,4991.6,78,0.7290000000000001,4,999,-39.8,0,0
258,4991.6,77,0.898,1,999,-38.3,0,0
177,5076.2,55,1.215,5,999,-40.8,0,1
241,4991.6,31,0.8859999999999999,1,999,-38.3,0,1
56,5228.1,30,4.968,2,999,-42.7,0,0
367,5076.2,59,1.072,1,999,-33.6,0,0
26,5099.1,37,1.25,1,999,-46.2,0,1
232,5228.1,38,4.961,3,999,-42.7,0,0
147,5099.1,44,1.2990000000000002,3,999,-46.2,0,0
72,5228.1,30,4.963,7,999,-42.7,1,1
61,5191.0,49,4.8580000000000005,1,999,-36.4,1,0
88,5228.1,49,4.864,2,999,-41.8,0,0
182,5228.1,30,4.967,1,999,-36.1,1,0
553,5228.1,41,4.96,1,999,-42.7,0,0
967,5228.1,48,4.959,2,999,-41.8,1,1
208,5228.1,34,4.963,1,999,-42.7,1,0
207,5099.1,39,1.327,2,999,-46.2,0,1
222,5191.0,57,4.857,2,999,-36.4,0,0
226,5099.1,35,1.3130000000000002,5,999,-46.2,0,0
1044,5228.1,46,4.967,2,999,-36.1,1,0
314,5099.1,31,1.266,2,999,-46.2,0,0
107,5228.1,40,4.961,4,999,-42.7,0,0
127,5228.1,32,4.966,1,999,-36.1,0,0
166,5099.1,32,1.264,3,12,-46.2,0,0
69,5228.1,41,4.963,5,999,-42.7,1,0
56,5228.1,32,4.961,4,999,-42.7,0,0
201,5076.2,35,0.8690000000000001,1,999,-31.4,0,0
593,5228.1,47,4.961,1,999,-41.8,0,0
466,5099.1,27,1.266,1,999,-46.2,0,0
115,5228.1,50,4.963,1,999,-42.7,1,0
124,5228.1,35,4.959,4,999,-41.8,1,0
767,5228.1,59,4.957,5,999,-42.7,1,0
79,5228.1,49,4.967,2,999,-41.8,0,0
374,5099.1,32,1.3130000000000002,2,999,-46.2,0,0
40,5099.1,35,1.2990000000000002,8,10,-46.2,0,0
272,5099.1,31,1.6869999999999998,1,999,-50.0,0,1
185,5228.1,54,4.962,4,999,-42.7,0,0
320,5228.1,54,4.965,6,999,-36.1,0,0
223,5191.0,29,4.857,5,999,-36.4,1,0
359,5228.1,32,4.963,1,999,-42.7,0,0
61,5228.1,44,4.962,3,999,-41.8,1,1
118,5228.1,41,4.963,2,999,-42.7,1,0
17,5099.1,38,1.244,7,999,-46.2,0,0
543,5195.8,37,4.1530000000000005,1,999,-42.0,0,0
375,5195.8,33,4.12,1,999,-42.0,1,1
307,5195.8,33,4.12,3,999,-42.0,1,1
100,5228.1,29,4.961,1,999,-41.8,0,1
93,5228.1,50,4.963,2,999,-36.1,0,0
1238,5228.1,40,4.96,2,999,-41.8,0,0
394,5228.1,55,4.961,3,999,-42.7,0,1
9,5099.1,42,1.25,9,999,-46.2,0,1
182,5017.5,78,0.7140000000000001,2,3,-30.1,0,0
479,5099.1,40,1.453,1,999,-47.1,0,0
158,5195.8,53,4.191,2,999,-42.0,0,0
175,5228.1,44,4.967,2,999,-41.8,0,0
321,5076.2,38,1.044,1,999,-33.6,0,0
190,5228.1,33,4.96,4,999,-41.8,0,0
35,5228.1,33,4.962,2,999,-42.7,0,0
266,5228.1,34,4.962,1,999,-42.7,1,0
837,5017.5,70,0.743,2,999,-26.9,0,0
52,5099.1,33,1.3130000000000002,1,999,-46.2,0,0
460,5017.5,24,0.73,1,999,-26.9,0,0
124,5228.1,46,4.968,3,999,-42.7,0,0
95,5195.8,34,4.1530000000000005,1,999,-42.0,0,0
100,5228.1,60,4.961,1,999,-41.8,0,0
136,5099.1,38,1.405,3,999,-47.1,0,0
291,5191.0,36,4.855,4,999,-36.4,0,0
502,5191.0,30,4.856,1,999,-36.4,1,1
1059,5195.8,31,4.0760000000000005,2,999,-42.0,0,1
203,5191.0,55,4.86,2,999,-36.4,0,0
83,5017.5,42,0.728,1,3,-26.9,0,0
146,5099.1,48,1.2990000000000002,1,999,-46.2,0,1
375,5191.0,39,4.857,1,999,-36.4,0,0
245,5099.1,29,1.244,1,999,-46.2,0,0
79,5076.2,63,0.821,1,6,-31.4,0,0
11,5228.1,38,4.959,3,999,-41.8,0,0
99,5076.2,31,1.262,1,999,-40.8,0,0
744,5099.1,39,1.25,1,999,-46.2,0,0
199,5228.1,32,4.963,2,999,-36.1,0,0
72,5228.1,32,4.958,1,999,-42.7,0,0
281,5228.1,32,4.958,1,999,-41.8,0,0
680,5228.1,31,4.864,2,999,-41.8,0,1
425,5076.2,22,0.873,2,999,-31.4,0,1
13,5191.0,44,4.857,5,999,-36.4,0,1
333,5099.1,39,1.2990000000000002,1,999,-46.2,0,0
116,5228.1,30,4.961,3,999,-41.8,0,0
234,5228.1,38,4.966,1,999,-36.1,0,1
540,5228.1,50,4.965,3,999,-36.1,0,0
22,5099.1,37,1.25,6,999,-46.2,0,1
27,5228.1,25,4.968,16,999,-42.7,0,1
25,5195.8,29,4.0760000000000005,1,999,-42.0,0,1
65,5228.1,29,4.962,3,999,-42.7,0,1
374,5017.5,23,0.73,1,999,-26.9,0,0
62,5191.0,32,4.857,4,999,-36.4,0,1
116,5228.1,41,4.961,3,999,-41.8,0,1
22,5099.1,39,1.405,1,999,-47.1,0,1
133,5228.1,37,4.967,1,999,-36.1,1,1
271,5099.1,18,1.259,1,999,-46.2,0,1
94,5195.8,54,4.191,2,999,-42.0,0,0
340,5195.8,50,4.0760000000000005,2,999,-42.0,0,0
90,5195.8,58,4.1530000000000005,1,999,-42.0,0,0
147,5099.1,49,1.266,1,999,-46.2,0,0
386,5191.0,34,4.857,11,999,-36.4,0,1
11,5099.1,33,1.405,3,999,-47.1,0,0
403,5099.1,36,1.41,1,999,-47.1,0,0
721,5228.1,39,4.96,3,999,-41.8,0,0
952,5099.1,39,1.405,2,999,-47.1,0,0
722,5191.0,48,4.864,3,999,-36.4,0,0
70,5195.8,45,4.12,3,999,-42.0,1,0
57,5195.8,53,4.191,1,999,-42.0,0,0
120,5191.0,26,4.864,6,999,-36.4,0,1
1554,5195.8,32,4.12,1,999,-42.0,1,0
1869,5228.1,47,4.962,1,999,-42.7,0,1
36,5099.1,34,1.405,2,999,-47.1,0,0
338,5228.1,46,4.96,3,999,-42.7,0,0
199,5228.1,31,4.963,1,999,-36.1,0,0
139,5017.5,55,0.722,1,999,-26.9,0,0
185,5228.1,28,4.961,3,999,-41.8,0,1
249,5099.1,46,1.483,1,999,-47.1,0,0
109,5076.2,30,0.908,3,999,-33.6,0,0
160,5099.1,27,1.264,1,999,-46.2,0,0
420,5191.0,35,4.8580000000000005,1,999,-36.4,1,0
954,4963.6,23,0.879,1,999,-37.5,0,0
1218,5228.1,31,4.962,1,999,-41.8,1,0
192,5228.1,32,4.961,3,999,-42.7,0,0
86,5228.1,28,4.963,3,999,-42.7,1,0
259,5191.0,36,4.856,5,999,-36.4,0,1
124,5191.0,43,4.857,2,999,-36.4,0,0
151,5099.1,34,1.405,2,999,-47.1,0,0
360,5191.0,37,4.859,2,999,-36.4,1,0
1183,5228.1,50,4.958,1,999,-42.7,0,0
320,5228.1,44,4.959,1,999,-41.8,1,0
225,5099.1,39,1.365,1,2,-47.1,0,0
179,5228.1,51,4.963,1,999,-36.1,0,1
296,5228.1,38,4.963,2,999,-36.1,0,0
433,5228.1,32,4.965,3,999,-36.1,0,1
207,5228.1,24,4.958,10,999,-42.7,0,0
159,5228.1,30,4.963,2,999,-42.7,0,0
43,5228.1,41,4.865,12,999,-41.8,0,0
222,5228.1,54,4.963,1,999,-36.1,0,0
131,5195.8,31,4.912,1,999,-40.4,0,0
154,5076.2,27,1.262,1,999,-40.8,0,0
97,5228.1,36,4.96,6,999,-42.7,0,0
138,5228.1,31,4.964,2,999,-36.1,1,0
12,5099.1,31,1.25,10,999,-46.2,0,0
161,5099.1,29,1.266,1,999,-46.2,0,1
152,5099.1,48,1.334,4,999,-46.2,1,0
164,5191.0,42,4.855,8,999,-36.4,0,0
268,5191.0,57,4.857,1,999,-36.4,0,0
87,5228.1,56,4.962,4,999,-42.7,0,1
266,5228.1,33,4.963,2,999,-36.1,0,0
122,5008.7,29,0.695,1,999,-40.0,0,1
444,5228.1,29,4.947,3,999,-41.8,0,1
114,5191.0,43,4.857,2,999,-36.4,0,0
200,5191.0,51,4.857,2,999,-36.4,0,1
1346,5191.0,32,4.856,1,999,-36.4,0,0
129,5191.0,55,4.856,1,999,-36.4,0,0
59,5195.8,50,4.1530000000000005,1,999,-42.0,0,0
1960,5228.1,36,4.963,3,999,-42.7,1,1
251,5195.8,26,4.912,1,999,-40.4,0,0
676,5228.1,47,4.963,4,999,-36.1,0,0
83,5195.8,48,4.021,2,999,-42.0,0,0
547,5228.1,48,4.963,2,999,-42.7,1,0
945,5099.1,43,1.415,1,999,-47.1,1,0
210,5008.7,31,0.659,1,999,-34.6,0,0
117,5228.1,50,4.961,1,999,-42.7,0,1
157,5228.1,48,4.968,3,999,-36.1,0,1
135,5228.1,37,4.961,1,999,-41.8,0,0
22,5195.8,52,4.191,3,999,-42.0,0,0
632,5017.5,36,0.742,2,999,-26.9,1,0
252,5228.1,47,4.964,1,999,-36.1,0,0
321,5099.1,52,1.334,1,999,-46.2,1,0
175,4991.6,52,0.899,3,1,-38.3,0,0
68,5228.1,33,4.963,1,999,-36.1,0,1
69,5228.1,34,4.961,1,999,-41.8,0,1
353,5228.1,40,4.963,5,999,-42.7,1,1
621,5099.1,23,1.405,1,999,-47.1,1,0
140,5228.1,33,4.964,1,999,-36.1,1,0
166,5191.0,49,4.86,1,999,-36.4,0,1
871,5195.8,56,4.0760000000000005,3,999,-42.0,0,1
335,5191.0,37,4.857,3,999,-36.4,0,0
211,5191.0,34,4.856,1,999,-36.4,0,1
207,5228.1,35,4.963,3,999,-36.1,0,0
168,5195.8,47,4.12,1,999,-42.0,1,0
159,5195.8,35,4.1530000000000005,1,999,-42.0,0,1
229,5228.1,30,4.864,2,999,-41.8,0,1
70,5099.1,34,1.405,1,999,-47.1,0,0
149,5228.1,35,4.968,1,999,-42.7,0,1
118,5228.1,36,4.962,5,999,-36.1,0,0
89,5228.1,35,4.959,3,999,-41.8,0,0
25,5191.0,30,4.857,2,999,-36.4,1,0
41,5195.8,31,4.0760000000000005,1,999,-42.0,0,1
230,5195.8,31,4.0760000000000005,1,999,-42.0,0,0
199,4991.6,28,0.9,2,6,-38.3,1,0
153,5099.1,51,1.3130000000000002,4,999,-46.2,0,0
51,5099.1,34,1.3130000000000002,1,999,-46.2,0,0
25,5195.8,30,4.0760000000000005,2,999,-42.0,0,0
260,5191.0,56,4.859,1,999,-36.4,0,0
203,5191.0,45,4.86,1,999,-36.4,0,0
299,5228.1,27,4.864,2,999,-41.8,1,0
73,5099.1,33,1.405,4,999,-47.1,0,0
165,5228.1,32,4.963,2,999,-42.7,0,0
404,5228.1,57,4.965,4,999,-36.1,1,0
107,5195.8,36,4.12,1,999,-42.0,1,0
301,5099.1,38,1.405,2,999,-47.1,0,0
136,5191.0,53,4.857,1,999,-36.4,0,0
139,5228.1,56,4.962,2,999,-42.7,0,0
361,4991.6,20,0.846,3,6,-40.3,0,0
798,5099.1,34,1.2990000000000002,2,999,-46.2,0,0
711,5228.1,32,4.966,3,999,-36.1,0,1
1472,5023.5,46,0.706,1,6,-33.0,0,0
132,5191.0,50,4.859,1,999,-36.4,0,0
173,5191.0,45,4.857,1,999,-36.4,1,0
78,5228.1,36,4.961,2,999,-41.8,0,0
36,5191.0,32,4.8580000000000005,1,999,-36.4,0,0
67,5099.1,32,1.25,2,999,-46.2,0,1
299,5195.8,33,4.12,1,999,-42.0,1,0
116,5228.1,41,4.966,2,999,-36.1,0,0
176,5191.0,31,4.86,2,999,-36.4,0,0
163,5228.1,45,4.961,3,999,-41.8,0,0
122,5228.1,32,4.963,2,999,-42.7,0,0
67,5228.1,31,4.965,3,999,-36.1,0,1
143,5228.1,31,4.964,4,999,-36.1,0,0
117,5228.1,35,4.966,2,999,-36.1,0,0
526,5017.5,82,0.7440000000000001,1,999,-26.9,0,0
207,5195.8,35,4.021,1,999,-42.0,0,0
209,5017.5,35,0.715,1,999,-30.1,0,0
106,5228.1,52,4.961,2,999,-41.8,0,0
327,5228.1,32,4.864,1,999,-41.8,0,0
39,5228.1,59,4.96,1,999,-42.7,0,0
214,5099.1,48,1.266,1,999,-46.2,0,0
109,5191.0,32,4.857,2,999,-36.4,0,0
67,5191.0,33,4.857,2,999,-36.4,1,1
303,4991.6,51,0.7020000000000001,1,10,-39.8,0,0
349,5191.0,55,4.857,1,999,-36.4,0,0
422,5099.1,30,1.327,3,999,-46.2,0,0
246,4963.6,33,0.879,9,999,-37.5,0,0
392,5195.8,41,4.12,1,999,-42.0,1,0
153,5191.0,46,4.856,2,999,-36.4,0,0
193,5191.0,34,4.857,2,999,-36.4,1,0
126,5191.0,39,4.86,4,999,-36.4,0,0
473,5076.2,38,0.821,2,9,-31.4,0,0
365,5228.1,42,4.864,1,999,-41.8,1,0
403,5228.1,60,4.865,6,999,-41.8,0,0
377,5195.8,54,4.021,1,999,-42.0,0,1
175,5228.1,47,4.964,3,999,-36.1,1,0
190,5228.1,30,4.97,1,999,-36.1,0,0
180,5228.1,41,4.968,5,999,-42.7,0,0
54,5228.1,49,4.962,2,999,-36.1,0,0
166,5191.0,36,4.857,3,999,-36.4,0,0
83,5228.1,45,4.963,3,999,-42.7,1,1
109,5195.8,50,4.1530000000000005,1,999,-42.0,0,0
178,5228.1,35,4.959,1,999,-42.7,0,0
24,5191.0,59,4.86,16,999,-36.4,0,0
296,4991.6,48,0.9,1,16,-38.3,1,0
67,5099.1,43,1.3130000000000002,3,999,-46.2,0,0
1026,5228.1,45,4.963,2,999,-36.1,0,1
119,5228.1,43,4.96,1,999,-42.7,0,1
209,5008.7,52,0.6679999999999999,1,2,-40.0,0,0
